Award_InvolvedPerson;Award_Title;Award_Year;AwardId;GrantNumber
Froidevaux, Ariane;Prix de Faculté pour l'excellence de la thèse de doctorat decerné par l'Université de Lausanne.;2017;E3A1E4B8-393F-4ECE-8D46-07873A1B852D;168394
Sailer, Clara Odilia;Outstanding Abstract Award ENDO 2021 - Relationship between oxytocin levels and brain volume in anorexia nervosa compared to healthy controls;2021;082B3145-42B0-43DA-B2B0-2BFF99220C8D;195645
López Jiménez, Ana Teresa;Marie Skolodowska Curie Fellow, European Comission;2020;150F5560-70A3-496D-9F98-56C2A8BF88A0;188277
Streit, Sven;Award of the Society of General Internal Medicine (SGIM) Foundation;2017;EEC0D546-AC70-49C8-B38A-D2E25AFD6252;165353
Chawla, Raghav;"Alberta Corkery travel award, Seattle Children’s Hospital ";2017;EBEF1FAF-1F43-4EE0-AE54-A6C01AE7EDE5;168764
Shafieezadeh Abadeh, Soroosh;"INFORMS Optimization Society Student Paper Prize

Link: https://connect.informs.org/optimizationsociety/prizes/students-prize/2022";2022;32154275-BA46-4DDF-A912-A344ADF33DB6;195149
Lundeen, Rachel Anna;American Chemical Society Editors' Choice Featured Article;2016;DA20E941-A19B-4E8C-A1FB-98C1AB8022F3;155522
Martí i Líndez, Adrià-Arnau;Fellowship Abroad Grants (B);2023;40089BF1-9696-4F30-8A07-7ABA81052D68;200138
Cepellotti, Andrea;Nicholas Metropolis Award for Outstanding Doctoral Thesis Work in Computational Physics;2018;34E3FDE7-0245-450F-812E-1594B4B28DCF;168546
Asgari, Mehrdad;Postdoctoral Fellowships - Marie Skłodowska-Curie Actions;2023;6FB99FDA-75BF-44DC-9191-B0C8EC771B84;195134
Juan, Elsa;Amicitia Excellence Prize;2017;AA7EC190-1973-4021-B3A4-7A9B32EFEADA;168437
Mirzasoleimanbarzi, Baharan;MIT Rising Stars in EECS;2018;EFEFF405-0822-4969-A585-BA52899D858F;172187
Greuter, Thomas;Best Poster Award, Swiss Society of Gastroenterology Annual Congress;2018;AE33ED06-F8E7-4975-8ABC-DE2B4E672A5D;168561
Greuter, Thomas;Certificate of Recognition for Scientific Accomplishment as an Early Stage Investigator (DDW 2018, Washington D.C.);2018;78A0917D-A64D-4173-A589-1C5A4798B56C;168561
Greuter, Thomas;"Training Award of the Consortium of Eosinophilic Gastrointestinal Disease Researchers (CEGIR, National Institute of Health NIH grant U54 AI117804; USD 25`000)";2018;071F190A-1259-48F8-B0F5-84819608893B;168561
Rüfenacht, Rolf;"""Intercomparison of middle-atmospheric wind in observations and models"" selected as highlight article of the journal ""Atmospheric measurement techniques"" and the Copernicus publications";2018;340FBFAB-2683-4E04-AA2C-6754F1E1981A;165383
Marchioro, Arianna;Best Poster Award at the FQDots15 Conference (Santiago de Compostela, Spain, September 6-8, 2015);2015;7FDBAFEF-A692-4740-BA24-461BEF344277;155305
Daetwyler, Stephan;Honorable Mention, Nikon Small World in Motion competition;2020;54CE041C-2466-41A6-9280-C707A3280901;191347
Mader, Luzius;Young investigator award by International Society of Paediatric Oncology;2019;3ECE5697-1730-404A-B1E7-ADA9C0DB9614;175288
Varholick, Justin;Mentoring Award, Undergraduate Research Scholars Program University of Florida;2020;6FB2BEB6-1C85-492B-8EDA-CEC2D1A1CA4D;181707
Arafat, Rana;"Top Faculty Paper (Second Place). Presented by Newspaper and Online News Division (NOND), Association for Education in Journalism and Mass Communication (AEJMC)
o	Paper: Rethinking Hybridity in Diaspora Journalism: A Study of Exiled Syrian Journalists' Advocacy Networks and Role Perceptions
";2021;9B91EF2A-599C-46CA-9A6E-155DDC87C56D;195295
Arafat, Rana;The 2022 Wolfgang Donsbach Outstanding Journal Article of the Year Award. Presented by the Journalism Studies Division, the International Communication Association (ICA) in Paris, France;2022;9A8B8173-25A4-4DD8-B11C-1F2570C7ED1D;195295
Gordic, Sonja;"SAR Travel Scholarship
";2017;B2B36400-9D0F-44D9-A86D-A330D232ED6D;161691
Gordic, Sonja;"‘ESGAR Top 20’ Award 
";2017;3D22FD7D-6D5E-43B7-84C1-0E00370EDF93;161691
Calvo, Irene;EMBO poster award - ThymE Meeting , Rehovot, Israel;2019;500CAD7C-8745-4E0E-83FE-7CA11956B72B;171050
"Raubal, Martin; Rudel, Roman";"The GoEco! App obtained the first prize at the 2014 AppWelt contest by EnergySwiss:
http://www.energieschweiz.ch/appwelt";2015;5797DA42-8E74-4F2D-98C4-AA1E1546189B;153743
Luomajoki, Hannu Antero;Professor ZFH;2011;42B77EE2-B4D3-4834-A297-A16CF2AB5F42;127240
Ehrensberger-Dow, Maureen;CLS prize for best MA thesis (Annina Meyer);2013;84013BCA-1A41-4361-9A28-8676300D9EF5;124653
Pilloud, Séverine;"Prix Leenaards Âge et Société pour un projet de recherche 
Séverine Pilloud: requérante principale
Delphine Roulet Schwab: co-requérante ";2015;E7A5C361-E52B-4F29-8C0F-54F0C9AB2B06;134827
Tröndle, Martin;Preis für die beste wissenschaftliche Online-Publikation SURFfoundation, Niederlande;2011;453D6D9B-FBE4-40AA-B3D6-AAC621BC9E63;120799
Birr, Lorraine;Förderbeitrag für die Abschlussfinanzierung der Promotion durch die Pädagogische Hochschule FHNW;2015;F9AC436F-69E3-4B78-AB0A-678D8C064BAE;134855
Gredig, Daniel;"Best Prize Poster Presentation Clinical Research 2014. Schweizerische Gesellschaft für Endokrinologie und Diabetologie. 
Poster: Bartelsen-Raemy, Annabelle/Gredig, Daniel: Experiences of Stigma in People living with Diabetes Mellitus in Switzerland. Poster 27. Annual Meeting of the Swiss Society of Endocrinology and Diabetes. Berne. 28.11.2014.
";2014;4565A90B-4834-4C5E-80B7-CF76830CC8CA;132288
Sagelsdorff, Rebekka;Förderbeitrag für die Abschlussfinanzierung der Promotion aus dem Forschungsfonds 2014 der Universität Basel;2014;D879AEF5-432B-48DD-8F2F-4387382E142C;134855
"Keel, Sara; Schoeb, Veronika";"Runner-up (2nd prize) ""Medical Humanities"" of the Swiss Academy of Medical Sciences for the publication:

Schoeb, V., Hartmeier, A. & Keel S. (forthcoming) Transfer von Forschungsresultaten zur Austrittsplanung in drei Schweizer Rehabilitationskliniken: Reflektion als Sprungbrett für Veränderungen im Praxisalltag. ";2014;2BDBA64F-F587-484F-8B28-C8BEE832D640;134835
Page, Julie;Professorin ZFH für Evaluation und Assessments in der Ergotherapie;2011;291B863E-7827-4402-BA80-0D97BA86116A;127161
"Ancey, Céline; Duc, Cyntia; Jaccard, Hervé; Pichonnaz, Claude";2nd best poster;2013;FEEA6A83-A433-4896-A91D-D66422E40706;135061
Nadot, Michel;"Nom du chercheur attribué à une promotion d'étudiantes (2019-2022) en reconnaissance de ses travaux et publications utilisées dans le projet pédagogique de l'institut de formation en soins infirmiers du pays d'Erstein, 2 rue de la Laine Peignée, 67150 Erstein, France. ";2019;BF7F8BB5-E764-4299-990E-79785BA07906;65917
"Ineichen, Gabriela; Isler, Dieter";"Best paper award für den Einzelbeitrag «Alltagsgespräche im Kindergarten. Gelegenheitsstrukturen für den Erwerb bildungssprachlicher Fähigkeiten»

Schweizerische Gesellschaft für Bildungsforschung
Jahreskongress 2013";2013;E0800270-2DD5-4CA6-86D1-5602D9523C24;136610
Kool, Jan;Professor ZFH;2011;45138777-D1F8-41D3-BAEF-724154CA1CB7;127240
"Lindauer, Thomas; Schneider, Hansjakob";CSF (Centro Stefano Franscini) Award für die beste wissenschaftliche Präsentation;2011;857BC9CE-78E4-490E-99D9-05B736C91B9F;126992
"Bischofberger, Iren; Radvansky, Andrea; van Holten, Karin";Förderpreis Forum Managed Care;2012;9E25479F-AFE5-4C05-AF2C-668C51063A46;129991
Anchisi, Annick;"Patients traités par chimiothérapie : apports d'une approche interdisciplinaire : 1er prix des Académies suisses des sciences médicales (Medical Humanities) ";2015;0836EF7B-7AB4-4AF7-994A-D1D5E5348CFD;124531
Skuza, Krzysztof;doctorat es sciences sociales et politiques;2013;C04D0747-BD96-4AEB-92A8-DC0A96190591;134989
Luder, Gere;"Gere Luder:
Forschungspreis 2012 der Reha-Klinik Rheinfelden

http://de.slideshare.net/presseportalCH/reha-rheinfelden-vergibt-ersten-forschungspreis-bild
";2012;F90D3713-89BE-48DF-BE89-973A218A94F0;127285
Guha, Anirvan;Vigener Prize for the best Ph.D. thesis at the University of Fribourg;2020;485FEC42-48BF-4D9D-ADA6-CB8FEB0BCF33;177995
Moser, Dominik;Young Investigator Award of the Swiss Society for Biological Psychiatry;2018;A19B377C-DE8F-40B6-8A12-36C2583A0025;162104
Fischer, Susanne;Irmela-Florin-Forschungspreis;2016;CA323C61-5F87-48A3-BB4C-F4817AD43AED;158701
Fischer, Susanne;Scholar for the Young Investigator Colloquium of the American Psychosomatic Society;2018;0C3D8383-15D6-4DB4-81E9-849202FE587A;158701
Maillard, Pauline;Eléction en qualité de co-directrice de la mission archéologique de Kition;2022;ECA09661-098A-4A47-8C13-B0830111EAFB;199633
Naef, Florian;Prix Henri Fehr;2018;0137E102-CBA4-4E4B-8E08-DA9565B6F5CF;175033
Denissen, Diana;Visiting fellow of the Senior Common Room, Somerville College, Oxford;2020;F3110735-F70B-40B9-8E5F-0216FBB78065;187759
Cometti, Geremia;Prix de la mairie de Castel San Pietro (Suisse) pour mérite scientifique;2016;CF607BA6-EEE3-4F9D-B45D-EE617E6229A4;159132
Schetter, Ulrich;Young Economist Best Paper Award at the `Conference Celebrating 200 Years of Ricardian Trade Theory' at the University of Basel for the paper `Comparative Advantages with Product Complexity and Product Quality'.;2017;0303C164-4F9B-40DB-B14A-88D6C4F2BA3A;155604
Chawla, Raghav;"Most outstanding platform presentation, Fellow & Resident Research Day, Seattle Children’s Hospital ";2017;3ACBB8E5-5815-4DB6-B41B-E3AA98540D3F;168764
Dshemuchadse, Julia;Outstanding Postdoctoral Fellow Award;2016;2C4E09EE-6921-433F-AF31-3D1CC5BE4D1D;152128
Giometto, Andrea;Best poster award at the 5th Annual Harvard Physics Postdoc / Research Scholar Retreat, Hull, MA;2017;B4CBF2B5-A23A-4938-B7FA-88A8D95827CE;168498
Odermatt, Reto;Honorable Mention for the Ruut Veenhoven Award;2019;BB29ABD4-36EF-4747-9DCE-2D6BFE378B90;172040
Odermatt, Reto;Förderpreis der Schweizerischen Gesellschaft fur Positive Psychologie (SWIPPA);2017;A2C73DF4-D0C5-4F15-98F9-3D36CD788258;172040
Lundeen, Rachel Anna;Environmental Science and Technology Cover Issue;2016;4B1065C5-CFE6-46FC-8BC7-5E642DE91A9B;155522
Renggli, Kasper;TERMIS-AM Travel Award;2014;D7B6C944-8ADE-4A49-9AE3-999AD7684D49;151900
Moret, Sébastien;"Young Scientist Award, from the World Forensic Festival 2014
Attributed during the International Association of Forensic Sciences Conference in Seoul, Korea (12-18th October)
";2014;1EECC800-425A-46CC-8F17-A09C3B2C53A1;151777
Baldini, Edoardo;MDPI Materials 2021 Young Investigator Award;2021;6D0E396D-91BB-46CA-BC3B-DBD37F3572C0;172290
Greuter, Thomas;Rare Diseases Clinic Research Network Scholar (1-year training period, NIH-funded, Children`s National, Washington D.C.);2018;DC6B1166-D765-4680-A33C-404DC5AA8D4E;168561
Calvino Carneiro, Céline;Center for sustainable Polymers (CSP) postdoctoral fellowship, supporting one year of postdoctoral research at the University of Chicago, USA.;2020;31E015B9-5296-4EAE-8F8D-7C55F8EDC8A5;181437
Gropp, Cornelius;"Postdoc-Fellowship der Nationalen Akademie der Wissenschaften, Leopoldina (18 Monate; Januar 2020–Juni 2021)";2020;8A3E3598-DEC2-4DD3-8E8A-348476B942A3;184380
Karahanoglu, Fikret Isik;Merit abstract award (Human Brain Mapping conference);2015;2B1C3272-9A68-425E-83E3-2DC579E3A2F4;158891
Croci, Ilaria;Poster of Excellence Award at the International Fatty Liver Conference (bi-annual conference reuniting international key-opinion leaders on fatty liver diseases);2019;457C13B2-6291-482D-98D8-A1104151F9F5;171763
Gnägi, Lars;Fondazione Bracco Fellowship;2022;87721C2A-6393-4B82-B0CD-2D922DF50EEA;199986
Ruoss, Thomas;Retail and Savings Banks History Award (WSBI – ESBG);2020;4E11BDF5-494B-496E-B653-BFFD60B8D82F;177998
Ruoss, Thomas;Short Visiting Fellowship History of Knowledge @Lund University;2019;649D1E23-0697-4B0F-AFC5-20C1B70EA78C;177998
Chiappino-Pepe, Anush;2019 Annual Jeffrey Hubbell and Melody Swartz Young Bioengineer Award;2019;35ACF51D-6BAF-4DC5-AC9E-9A58C605487F;181884
Smole, Jože;"Nomination for the ""11. Burgdorfer Innopreis"". 
5 out of 20 young researchers were selected to participate in the final competition, one of which was Joze Smole.  
Title of proposal: ""Eine neue Generation bio-basierter ultra-leichter Spanplatten mit Schaumkern"". 
The winner will be announced on 6 March 2014. ";2013;9B7AC6D9-3068-43D3-9FC5-9C1BF3CEE10E;136678
Frangi, Andrea;ETH House of Natural Resources: Schweighofer Innovationspreis;2015;8F0C6689-401C-4CE7-BB83-CDFBCC10F523;136636
Frangi, Andrea;ETH House of Natural Resources: Prix Lignum für Laubholz;2015;82038471-FB35-42F9-9F61-BD43CD6505DE;136636
Pichelin, Frédéric;Materialica Design Award;2012;549036AC-28F7-4A1A-8B27-2A606FDEB4B2;136559
Siankevich, Sviatlana;2014 SCNAT/SCS Chemistry Travel Award;2014;0D12131D-52CB-4177-8791-07F000682D81;136630
"Pielhop, Thomas; Rudolf von Rohr, Philipp";Poster Award, PSC Symposium 2012 „Plants Replacing Fossil Fuels?“;2012;491EE8D1-CCD0-4F10-9FD4-8F6470CD5C9C;136709
Geers, Christoph;"Christoph Geers has just won the Ron Cockroft Award for his project ""Visualization of gold/silver nanostars in wood by surface enhanced Raman spectroscopy"".";2014;5724C3DD-4CC0-4943-AC31-51113CC9026A;136976
Niemz, Peter;Election to the Board of International Academy of Wood Science;2012;8D10825F-6C06-44E0-919B-084F76D5BD62;140002
Niemz, Peter;"Wilhelm Klauditz Preis 2012 des Internationalen Vereins für Technische Holzfragen e.V. ";2012;1D9A34FC-505A-4253-8D46-C6DFAA5F13B2;140002
"Krajci, Lubos; Mahn, Jeffrey";Comparison of theoretical predictions of radiation efficiency with experimental measurements;2015;19D74E68-AAAF-478A-8270-FA085B1ABA18;136683
Seebeck, Florian;Zasshikai Lectureship Award 2014, Tokyo University;2014;D74ABD80-2F74-49AE-ABE6-5EFB11A7F73F;138739
"Corvini, Philippe; Gasser, Christoph";SCG FH-Award in the category Chemistry and the Environment;2013;8842784D-6244-4163-A121-DD35283D3834;136686
"Corvini, Philippe; Gasser, Christoph";Clariant CleanTech Award;2014;02BF8B9D-40F6-49D7-B229-80EDAD39DAA9;136686
Siankevich, Sviatlana;Special prize for the contribution to the teaching assistance;2015;71CBC5B4-67ED-431D-AD10-47DC83108F1A;136630
Zwicky, Daia;SNF International Short Visit Grant für F&E sabbatical am Imperial College, London (März - Juni 2015);2015;8E2E4966-23E0-4136-9B9B-9686DD889165;136918
Bencze, Laszlo-Csaba;Scientific Excellence Award 2019 of the Faculty of Chemistry and Chemical Engineering;2019;4A7CF03D-865F-4FD3-914D-E63CE0CC4041;166543
Dolenec, Danijela;"Danubius Mid Career Award
(Awarded by the Austrian Ministry of Science)";2020;0A9CE687-1FF0-4F10-89F6-8F15C8E39487;166540
Dolenec, Danijela;Research Productivity Award;2017;A6C00CC6-DE73-4C00-8405-503D46E3C0A9;166540
Musilova, Zuzana;"""Vakovlk"" - best employee publication award of the Department of Zoology ";2022;6945FB5E-E9AE-4222-858E-0340C0B01A86;166550
Musilova, Zuzana;L'Oreal - For women in science;2021;FDA75F0F-7D8F-4040-A5CC-9DB5B57D18B8;166550
Dinca, Andreea;Doctoral Fulbright Grant;2021;1DC67426-43EC-4088-9950-62B8D142C211;166537
Bencze, Laszlo-Csaba;Young Researcher Award from the Hungarian Academy of Science, territorial committee from Cluj;2021;8F8D9458-1C15-44E5-9F2C-93B8C0A50ADD;166543
"Cajanek, Lukas; Kovarikova, Petra";Vice-rector award for excelence in research;2021;9FD01546-E90E-4055-9FEC-5D4BA76C3E37;166533
Musilova, Zuzana;NEURON Prize for Promising Scientists;2022;15C9DB8A-932B-43A5-AB39-2E72A3C302DA;166550
Musilova, Zuzana;Jan Zima Award for outstanding early-career researchers in vertebrate biology;2020;0946D5F6-1DFE-4C02-B223-F81DF5938EC7;166550
Lupse, Nik;"""Vakovlk"" - best student publication award of the Department of Zoology ";2022;5115D9C5-18F3-4D20-9323-BCF208D63A0B;166550
"Drobek, Ales; Stepanek, Ondrej";Best Publication in Basic Research Awarded by the Czech Society for Analytical Cytometry;2019;B1BCDD53-E0DB-4C95-906E-01B3FBC36B53;166538
Draber, Peter;"Otto Wichterle Award by the Czech Academy of Sciences

http://www.avcr.cz/en/academic-public/support-of-research/otto-wichterle-award/
100,000 CZK/year for 3 years.";2017;0AAD719F-966E-4B8B-BC6C-4F00C464B0FA;166538
Heller, Franziska;FONTE-Gastprofessur an der Filmuniversität Babelsberg KONRAD WOLF;2020;9C87BDCD-4005-4FE7-B8B6-CEDED7621B09;189523
Sassi, Islème;Conrad Ferdinand Meyer-Preis;2020;45ABF1FA-B03C-4A89-B406-D2D05FD1F31E;191300
Luetolf, Daniel;Issekutz-Preis der Universität Zürich;2022;15E2A0AA-835C-4F45-86AF-25CD6DBE5C4E;210732
Oppolzer, Konstantin;Österreichischer Preis für Insolvenzrecht;2019;8E221B18-0622-4467-9768-B1F7C1C15A09;189510
Krichane, Selim;Prix de Faculté  (lettres, Université de Lausanne), thèse de doctorat.;2018;F26B7728-0404-49A8-AB50-F7D33B7E458E;183976
Höhener, Lukas;Julius-Klinkhardt-Preis zur Förderung des Nachwuchses in der Historischen Bildungsforschung 2019;2021;A69A1B92-9DBB-4D94-911C-7F016810DD1A;203251
Oehl, Maximilian;Prix de la faculté de droit, Université de Lausanne;2021;6F815FDC-B95F-4556-A003-20597DA99B85;205759
Trevisan, Amina;"Meine Doktorarbeit wurde für den Preis der Philosophisch-Historischen Fakultät der Universität Basel 2019 nominiert.

Im 29. November 2019, am Dies academicus, erfahre ich, ob meine Arbeit ausgezeichnet wurde. ";2019;272593DC-3244-4749-B89C-A5244045D4E0;190000
Girardi, Giacomo;"“Premio Spadolini Nuova Antologia XXIV – Edizione speciale per i 40 anni della Fondazione” (storia politica e culturale dell’Italia contemporanea), by Fondazione Spadolini Nuova Antologia.

https://nuovaantologia.it/";2022;1D57C1C4-E5CF-4DAE-A076-830C3D2EE7FD;211777
Rusterholz, Caroline;Prix Sigerist pour l'histoire de la médecine et des sciences naturelles;2020;13257C65-D4EA-4E87-992E-F89A986DF87B;193798
Spielmann, Benjamin;Sonderpreis Motorworld Buchpreis;2020;B8142BCE-0AFB-46DC-AB46-0DCE65B36223;189801
Fiedler, Marine;Fakultätspreis der Philosophisch-historischen Fakultät der Universität Bern für den besten Doktoratsabschluss des akademischen Jahres 2020-2021.;2021;1024FD0B-C4FE-4E54-B98A-41C63A3C668D;206198
Naef, Tobias;SIAF Award;2022;745F209A-6B05-4FAF-BBC8-3EFD427944DE;213948
Girardi, Giacomo;"“Premio Roberto Cessi” (Contemporary History post 1797), by Deputazione di storia patria per le Venezie
https://www.veneziastoria.it/";2022;B0E8D8B6-F7AB-49E7-87D4-2553AB1DD6B0;211777
Graz, Jean-Christophe;Joan Robinson Prize for the best monograph published on a theme broadly in accord with the theoretical perspectives of the European Association for Evolutionary Political Economy (EAEPE).;2021;983587D1-0002-4C61-AF01-7449B0899FF6;185566
Gasser, Nathalie;"Dissertationspreis für die beste Doktorarbeit an der Kultur- und Sozialwissenschaftlichen Fakultät der Universität Luzern im Jahr 2020.
Der,,Dissertationspreis des Universitätsvereins Luzern"" ist eine Auszeichnung für eine in Theorie und  Methode innovative und wissenschaftlich herausragende Doktorarbeit.";2020;70B2B979-1D25-47C2-B1F0-2F0B010B88EA;192946
Jelinek-Menke, Ramona;Fritz Stolz-Preis 2020 für Dissertationen der Schweizerischen Gesellschaft für Religionswissenschaft (SGR-SSSR);2020;C538A2F0-EF31-488C-BAE4-3F1826FEF4F1;198730
Bernardasci, Camilla;Premio Fondazione Felix Leemann;2022;96F75104-E57E-4118-B40C-1BD020FD2E04;206239
Mühlematter, Yves;ESSWE Thesis Price;2022;433545CD-AFF8-4EFA-B41A-350F019FE022;213861
Schliesser, Christine;"Research Fellow
Stellenbosch University, Südafrika";2018;9DED4896-7683-4637-B736-1D03DAD25A2C;185570
Panov, Lida Leonie;Jahrespreis der Universität Zürich;2019;C4493E8B-8B60-441A-B908-6EDD13F76686;186438
Kasper, Gabriel;Professor Walther Hug Preis (Professor Walther Hug Stiftung);2021;DED8F9F1-B794-45E0-AA4B-510D43AC1D9D;201503
Lindblom, Victor;Vigener-Preis 2022 der Philosophischen Fakultät der Universität Fribourg;2022;26D4A85A-19BC-4AEC-9CCE-8C32FAEB52DD;211136
Kasper, Gabriel;Stefano Rodotà Award (by Council of Europe, Committee of Convention 108);2021;9C4F271C-B6F5-424C-B7A5-B0808B30D09C;201503
Stepanek, Ondrej;Eastern Star awarded by EFIS;2021;3A1CDE59-B5A3-4F60-9CEE-52A76B5F993C;166538
David, Ferenc;Excellence Doctoral Scholarship;2019;F1CB4184-F060-44A4-A020-15454C652D53;166525
David, Ferenc;Excellent Student of the Faculty;2018;BF473468-78C0-459A-B8C5-AA525A8FCF64;166525
Mátyus, Edit;"Dirac Medal of the World Association of Theoretical and Computational Chemists (WATOC)
";2021;5696E539-7080-4CAE-BEBE-9E89C822ECE6;166525
Stepanek, Ondrej;"J.E. Purkyne Fellowship.

Salary support of 1,000,000 CZK/year. For 5 years.
http://www.avcr.cz/en/academic-public/support-of-research/the-j.-e.-purkyne-fellowship/";2016;D829B1EF-4926-41B0-AF1B-7533CD89F5DB;166538
"Martin Santa Daria, Alberto; Mátyus, Edit";Hungarian State Doctoral Scholarship;2018;A4BC3756-AE25-4C31-955E-57B35B52B001;166525
Mátyus, Edit;ERC Starting Grant;2019;4756CF82-82BE-43CC-AFE5-032001C076FA;166525
"David, Ferenc; Mátyus, Edit";Hungarian State Doctoral Scholarship;2018;2FE2A22B-4840-4144-BE87-58900B33B964;166525
Mátyus, Edit;Visiting professorship (Laboratory for Physical Chemistry, ETH Zürich);2019;F923EDE9-2C4A-4B6D-9A01-EABA6F009F35;166525
Mátyus, Edit;DFG Mercator Fellowship (visiting professorship, Institute of Physical Chemistry, University of Göttingen, BENCh project);2022;3C3FA30E-58CF-4DD5-8728-5B3109E52592;166525
"";;;E1346E83-2B02-4443-966F-D42E6A9BA4F5;139243
Riese, Florian;Jean-Wertheimer-Preis 2013;2013;8CAEDD7C-E6DF-47F3-A38D-CEBF7BBEFE0C;139363
Wicki, Monika Theresa;"""Best Abstract Prize"" at the 5th International Seminar of the PRC and EAPC RN";2015;9F1BC511-86C3-40FD-98F9-FDB2B851E472;139324
Maessen, Maud;Best Presentation National Palliative Care Day 2015;2015;1CE9E06F-24BF-4052-8BAB-BA353B4FFE78;139333
Sacchi, Livia;"Grant for free registration and travels; Research Synthesis and Pre-Conference Symposium: Big Data in Psychology";2019;EA56C863-343D-4DA1-A59F-49B4B7DACE29;183166
Blohm, Ivo;"Publication Award der HSG für Paper ""The Nature of Crowd Work and its Effects on Individuals’ Work Perception""";2020;A24C07B3-8C80-47CC-B0D4-6F077038B1D9;183198
Stadtfeld, Christoph;"Raymond Boudon Award of the European Academy of Sociology 
http://www.european-academy-sociology.eu/boudon-winners.html";2018;4548A4F9-AAE2-4A15-AF53-3040CA8BA681;183008
Blohm, Ivo;Runner Up Best Associate Editor International Conference on Information Systems 2018;2018;0DA6DEE0-540A-478C-B1BA-6A2B5E9662ED;183198
Blohm, Ivo;Latsis Award - Bester Nachwuchswissenschaftler der Universität St. Gallen 2020;2020;032776BE-0A55-4EB6-8555-9D2183B24057;183198
Nentwich, Julia;Aigner-Rollett Gastprofessur der Universität Graz, Österreich;2012;1A00551A-1127-40D7-87A4-B1A01C60B4CB;129314
Mouton, Audrey;Prix de la Faculté des Sciences Sociales et Politiques de l'Université de Lausanne;2011;F89C3CA0-201F-46D6-BF24-F763CD491314;129222
"Aeschlimann, Belinda; Herzog, Walter; Makarova, Elena";3. Posterpreis am 24. Kongress der Deutschen Gesellschaft für Erziehungswissenschaft (DGfE);2014;D049F485-2413-473E-88DE-EAD303B9B589;129279
Asangbeh, Serra Lem;"Serra Asangbeh obtained a GlobalP3HS Fellowships in Public Health Sciences, funder: Marie Skłodowska-Curie Actions (Horizon 2020 - COFUND). ";2018;101E5BF2-ABEF-49B5-8293-E75C8E5DCECA;177319
Atitsogbe, Kokou Amenyona;Graduate Student Research Award.  Awarded by the Society for Vocational Psychology.;2019;AB478916-1367-472A-9136-7E839CAFDA10;177295
Atitsogbe, Kokou Amenyona;Graduate Student Outstanding Research Award. Awarded by the American Psychological Association - (Division 17) Society of Counseling Psychology.;2020;5FEB5E42-7A6F-4298-86D8-291B8C62A4BF;177295
"Penton Fernandez, Gertrudis; Rodriguez Hernandez, Mayra Guadalupe; Suarez Hernandez, Jesus";"Premio anual del CITMA en la categoria de mayor impacto ambiental. ";2019;B6CA4472-9707-44E0-A123-8B31512A982A;177346
Diop, Fatou;"Elisabeth Téning DIOUF. Master en sociologie, Université Gaston Berger, Saint-Louis, Sénégal
Titre du mémoire ""Le football féminin comme espace de lutte contre les
inégalités de genre: cas de l’équipe de football du Lycée Ameth
FALL de Saint-Louis""";2021;88D70D92-2173-4D0A-B84C-759D1DAE3021;177296
Carrara, Sandro;Elevation to the grade of IEEE Fellow for his outstanding record of accomplishments in the field of design of nanoscale biological CMOS sensors (corresponding to the top 0.1% of the IEEE members);2016;026F85C4-A9C2-45DB-AA3F-18E6E0B57ABC;157139
Giraud, Marie-Noëlle;"Best Paper Award ";2013;170AA291-901A-44EC-BDE7-42970FE54648;122334
Guex, Anne Géraldine;CSF-Award for best contribution, 7th International Ascona Workshop on Cardiomyocyte Biology, Ascona;2012;95E59A21-C78B-4C21-BE70-5D62C864AC51;122334
"Bao, Yinyin; Leroux, Jean-Christophe";Best poster award, Swiss Pharma Science Day 2018;2018;89E4CCF9-F8B1-4209-8069-1E01365DF6DB;166697
Guex, Anne Géraldine;Winner of the day (best oral presentation) 22nd European Students’ Conference on Perspectives and Ch;2011;FCB6DD18-C173-46CA-A25F-FB33A253B8F4;122334
Guex, Anne Géraldine;"Poster Award-Swiss Experimental Surgery Symposium, SESS. ";2011;2CF0FE9B-1BFA-487A-8F50-1F8194FF9A9D;122334
Ratle, Frédéric;Prix de Faculté pour la thèse;2008;A77322A7-E635-4BBE-BB3F-24621CDFC79F;107862
Guex, Anne Géraldine;Young Investigator’s Award- EACTS Meeting on Cardiac and Pulmonary regeneration;2010;4373C24E-A3D4-4737-8F21-1B63FEE22CFD;122334
"Carrara, Sandro; Stradolini, Francesca";Golden Leaf Award for best paper, @ IEEE international Conference NGCAS, Genoa, Italy, 6-9 September 2017;2017;D7E2B1F2-DE7D-4900-86C0-C646496BCDE2;157139
Carrara, Sandro;2016 IEEE Sensors Council Technical Achievement Advance Career Award for the leadership in the emerging area of co-design in Bio/Nano/CMOS interfaces for sensing;2016;3DC58930-0C44-4A3F-AA45-A5E3FC33920C;157139
Ghiringhelli, Chiara;Stat under the stars ’best objective predictions’;2018;C9826B41-0B0D-402D-AA63-FDF0F5C2E225;166504
"Carrara, Sandro; Stradolini, Francesca";Best Paper Award @ the international conference MOBIHEALTH, Milan (Italy);2016;5FC5FEED-C041-4ED7-BA97-700FF474BD61;157139
Johnsson, Kai;Elected EMBO Member;2012;32E269FB-A570-42E5-B3C8-3B69D44A6D1D;131072
"Hollender, Juliane; Stravs, Michael";Best poster awards at the conference of the Swiss Group of Mass Spectrometry;2014;4210F9FB-5F9E-42B4-8552-ABFFD9B35B3A;141190
